Area;Key;Comment;Default language;Comment.fi-FI;.fi-FI;Comment.sv-SE;.sv-SE
Building;quality__req_buildingObjectOwner_tenureStatus;RakennuskohteenOmistaja-luokan hallintaOikeudenPeruste-attribuutin arvo on pakollinen ja sallittu vain, jos omistajaPoikkeaa-attribuutin arvo on 'true';RakennuskohteenOmistaja-luokan hallintaOikeudenPeruste-attribuutin arvo on pakollinen ja sallittu vain, jos omistajaPoikkeaa-attribuutin arvo on 'true';;RakennuskohteenOmistaja-luokan hallintaOikeudenPeruste-attribuutin arvo on pakollinen ja sallittu vain, jos omistajaPoikkeaa-attribuutin arvo on 'true';;RakennuskohteenOmistaja-luokan hallintaOikeudenPeruste-attribuutin arvo on pakollinen ja sallittu vain, jos omistajaPoikkeaa-attribuutin arvo on 'true'
Building;quality__req_buildingPemitIssue_PermanentPermitIdentifier;The database may not contain a permanent permit identifier when creating a new permit issue ;The database may not contain a permanent permit identifier when creating a new permit issue ;Pysyvää lupatunnusta ei saa löytyä tietokannasta, jos luodaan uutta lupa-asiaa ;Pysyvää lupatunnusta ei saa löytyä tietokannasta, jos luodaan uutta lupa-asiaa ;;En permanent tillståndsbeteckning får inte finnas i databasen om ett nytt tillståndsärende skapas 
Building;quality__req_buildingPermitVTJTransfer_error;Unable to create or update the permit in the Population Information System;Unable to create or update the permit in the Population Information System;;Rakennusvalvonta-asian luonti/päivitys ei onnistunut VTJ:n rajapintaan;;Misslyckades att skapa eller updatera lovet i BDS
Building;quality__req_buildingSection_apartment;The Apartment-class object is only allowed if the value of the partitionReason attribute in the buildingSection class is '2 - Building history-based partition';The Apartment-class object is only allowed if the value of the partitionReason attribute in the buildingSection class is '2 - Building history-based partition';Huoneisto-luokan objekti on sallittu vain, jos RakennuksenOsa-luokan ositteluPeruste-attribuutin arvo on '2 - Rakentamishistoriaan perustuva osittelu';Huoneisto-luokan objekti on sallittu vain, jos RakennuksenOsa-luokan ositteluPeruste-attribuutin arvo on '2 - Rakentamishistoriaan perustuva osittelu';;Objektet för klassen Lägenhet är endast tillåtet om värdet för attributet delningsgrund i klassen DelAvByggnad är '2 - Delning baserad på bygghistorik'
Building;quality__req_buildingSection_BuildingObjectType_buildingObject;The value of the typeOfBuildingObject attribute in the buildingSection class must be '2 - Implementation information' when the issue concerns a buildingObjectIssue.;The value of the typeOfBuildingObject attribute in the buildingSection class must be '2 - Implementation information' when the issue concerns a buildingObjectIssue.;rakennuksenOsa-luokan tiedonLaji-attribuutin arvo tulee olla  '2 - Toteuman mukainen tieto', kun kyseessä on RakennuskohdeAsia;rakennuksenOsa-luokan tiedonLaji-attribuutin arvo tulee olla  '2 - Toteuman mukainen tieto', kun kyseessä on RakennuskohdeAsia;;Värdet för attributet informationsslag i klassen DelAvByggnad ska vara '2 - Uppgift om verkställande' när det gäller ett ByggadsobjektsÄrende
Building;quality__req_buildingSection_BuildingObjectType_finished;If the action in a permit issue concerns a finished building, the value of this typeOfBuildingObject attribute must be '2 - Implementation information';If the action in a permit issue concerns a finished building, the value of this typeOfBuildingObject attribute must be '2 - Implementation information';Jos lupa-asian toimenpiteen kohteena on valmis rakennus, niin tämän tiedonLaji-attribuutin arvo tulee olla  '2 - Toteuman mukainen tieto';Jos lupa-asian toimenpiteen kohteena on valmis rakennus, niin tämän tiedonLaji-attribuutin arvo tulee olla  '2 - Toteuman mukainen tieto';;Om föremålet för åtgärden i tillståndsärendet är en färdig byggnad ska värdet för denna uppgifts Attribut vara '2 - Uppgift om verkställande'
Building;quality__req_buildingSection_buildingServicesEngineeringData;The value of the buildingServicesEngineeringData attribute in the buildingSection class must be entered if the value of the typeOfConstructionAction attribute in the constructionAction class is not '05 - Demolition';The value of the buildingServicesEngineeringData attribute in the buildingSection class must be entered if the value of the typeOfConstructionAction attribute in the constructionAction class is not '05 - Demolition';RakennuksenOsa-luokan talotekniikkatiedot-attribuutin arvo tulee antaa, jos Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvo ei ole '05 - Purkaminen';RakennuksenOsa-luokan talotekniikkatiedot-attribuutin arvo tulee antaa, jos Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvo ei ole '05 - Purkaminen';;Värdet för attributet fasaduppgifter i klassen Del av byggnad ska anges om värdet för åtgärdstyp är inte '05 - Rivning' är en åtgärd i klassen Byggåtgärd
Building;quality__req_buildingSection_completionDate;The completionDate attribute in the buildingSection class must be empty when creating a new buildingPermitIssue ;The completionDate attribute in the buildingSection class must be empty when creating a new buildingPermitIssue ;RakennuksenOsa-luokan valmistumispäivämäärä-attribuutin arvon tulee olla tyhjä, jos luodaan uutta Rakentamislupa-asiaa ;RakennuksenOsa-luokan valmistumispäivämäärä-attribuutin arvon tulee olla tyhjä, jos luodaan uutta Rakentamislupa-asiaa ;;Värdet för attributet färdigställandedatum i klassen Del av byggnad ska vara tomt om ett nytt bygglovsärende skapas 
Building;quality__req_buildingSection_demolitionDate;The demolitionDeadline attribute in the buildingSection class may not be given a value when calling for an update to an incomplete Digital and Population Data Services Agency project.;The demolitionDeadline attribute in the buildingSection class may not be given a value when calling for an update to an incomplete Digital and Population Data Services Agency project.;rakennuksenOsa-luokan purkamisPäivämäärä-attribuutin arvo ei ole sallittu, kun kutsutaan DVV:n keskeneräisen hankkeen päivitystä.;rakennuksenOsa-luokan purkamisPäivämäärä-attribuutin arvo ei ole sallittu, kun kutsutaan DVV:n keskeneräisen hankkeen päivitystä.;;Värdet för attributet DatumFörRivning i klassen DelAvByggnad är inte tillåtet när uppdatering av MDB:s pågående projekt anropas.
Building;quality__req_buildingSection_energyData;The value of the energyData attribute in the buildingSection class must be entered if the value of the typeOfConstructionAction attribute in the constructionAction class is not '05 - Demolition';The value of the energyData attribute in the buildingSection class must be entered if the value of the typeOfConstructionAction attribute in the constructionAction class is not '05 - Demolition';RakennuksenOsa-luokan energiatiedot-attribuutin arvo tulee antaa, jos Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvo ei ole '05 - Purkaminen';RakennuksenOsa-luokan energiatiedot-attribuutin arvo tulee antaa, jos Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvo ei ole '05 - Purkaminen';;Värdet för attributet energiuppgifter i klassen Del av byggnad ska anges om värdet för åtgärdstyp är inte '05 - Rivning' är en åtgärd i klassen Byggåtgärd
Building;quality__req_buildingSection_exteriorData;The value of the exteriorData attribute in the buildingSection class must be entered if the value of the typeOfConstructionAction attribute in the constructionAction class is not '05 - Demolition';The value of the exteriorData attribute in the buildingSection class must be entered if the value of the typeOfConstructionAction attribute in the constructionAction class is not '05 - Demolition';RakennuksenOsa-luokan ulkokuorenTiedot-attribuutin arvo tulee antaa, jos Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvo ei ole '05 - Purkaminen';RakennuksenOsa-luokan ulkokuorenTiedot-attribuutin arvo tulee antaa, jos Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvo ei ole '05 - Purkaminen';;Värdet för attributet YttreSkaletsUppgifter i klassen Del av byggnad ska anges om värdet för åtgärdstyp är inte '05 - Rivning' är en åtgärd i klassen Byggåtgärd
Building;quality__req_buildingSection_interiorData;The value of the interiorData attribute in the buildingSection class must be entered if the value of the typeOfConstructionAction attribute in the constructionAction class is not '05 - Demolition';The value of the interiorData attribute in the buildingSection class must be entered if the value of the typeOfConstructionAction attribute in the constructionAction class is not '05 - Demolition';RakennuksenOsa-luokan sisätilojenTiedot-attribuutin arvo tulee antaa, jos Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvo ei ole '05 - Purkaminen';RakennuksenOsa-luokan sisätilojenTiedot-attribuutin arvo tulee antaa, jos Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvo ei ole '05 - Purkaminen';;Värdet för attributet Uppgifter om inomhusutrymmen i klassen Del av byggnad ska anges om värdet för åtgärdstyp är inte '05 - Rivning' är en åtgärd i klassen Byggåtgärd
Building;quality__req_buildingSection_lifeCycleState_update;The value of the lifeCycleState attribute in the buildingSection class must be '01 - planned' or '02 - under construction' when calling for an update to an issue.;The value of the lifeCycleState attribute in the buildingSection class must be '01 - planned' or '02 - under construction' when calling for an update to an issue.;RakennuksenOsa-luokan elinkaarenVaihe-attribuutin arvon tulee olla '01 - suunnitteilla' tai '02 - rakenteilla', jos kutsutaan asian päivitystä.;RakennuksenOsa-luokan elinkaarenVaihe-attribuutin arvon tulee olla '01 - suunnitteilla' tai '02 - rakenteilla', jos kutsutaan asian päivitystä.;;Värdet för attributet livscykelskede i klassen DelAvByggnad ska vara '01 - under planering’ eller '02 - under konstruktion, vid uppdatering av ärendet.
Building;quality__req_buildingSection_materialData;The value of the materialData attribute in the buildingSection class must be entered if the value of the typeOfConstructionAction attribute in the constructionAction class is not '05 - Demolition';The value of the materialData attribute in the buildingSection class must be entered if the value of the typeOfConstructionAction attribute in the constructionAction class is not '05 - Demolition';RakennuksenOsa-luokan materiaalitiedot-attribuutin arvo tulee antaa, jos Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvo ei ole '05 - Purkaminen';RakennuksenOsa-luokan materiaalitiedot-attribuutin arvo tulee antaa, jos Rakentamistoimenpide-luokan toimenpiteenLaji-attribuutin arvo ei ole '05 - Purkaminen';;Värdet för attributet materialuppgifter i klassen Del av byggnad ska anges om värdet för åtgärdstyp är inte '05 - Rivning' är en åtgärd i klassen Byggåtgärd
Building;quality__req_buildingSection_partitionReason;The building specified in the permit issue must contain exactly 1 section whose partitionReason = '2 - Building history-based partition';The building specified in the permit issue must contain exactly 1 section whose partitionReason = '2 - Building history-based partition';lupa-asian rakennuksella pitää olla tasan 1 osa, jonka ositteluperuste = '2 -Rakentamishistoriaan perustuva osittelu';lupa-asian rakennuksella pitää olla tasan 1 osa, jonka ositteluperuste = '2 -Rakentamishistoriaan perustuva osittelu';;byggnaden i tillståndsärendet  ska ha exakt 1 del vars delningsgrund = '2 - Uppdelning baserad på byggnadshistorik'
Building;quality__req_buildingSection_partitionReason_areas;If the building specified in the permit issue includes sections whose partitionReason is not '2 - Building history-based partition', the total gross floor area of these sections must match the gross floor area specified in the Building history-based partition.;If the building specified in the permit issue includes sections whose partitionReason is not '2 - Building history-based partition', the total gross floor area of these sections must match the gross floor area specified in the Building history-based partition.;Jos lupa-asian rakennuksella on osia, jonka ositteluperuste ei ole  '2 -Rakentamishistoriaan perustuva osittelu', niin näiden yhteenlaskettu kerrosala  tulee täsmätä Rakentamishistoriaan perustuvan osittelun kerrosalaan.;Jos lupa-asian rakennuksella on osia, jonka ositteluperuste ei ole  '2 -Rakentamishistoriaan perustuva osittelu', niin näiden yhteenlaskettu kerrosala  tulee täsmätä Rakentamishistoriaan perustuvan osittelun kerrosalaan.;;Om byggnaden i tillståndsärendet har delar vars delningsgrund inte är '2 - Delning baserad på byggnadsshistorik', ska deras sammanlagda våningsyta stämma överens med våningsytan i den fördelning som baserar sig på Bygghistorik.
Building;quality__req_buildingSection_relatedFinishedBuildingSection;The value of the relatedFinishedBuildingSection attribute in the buildingSection class is allowed and mandatory for a Building class if the action also involves a finishedBuilding-class building;The value of the relatedFinishedBuildingSection attribute in the buildingSection class is allowed and mandatory for a Building class if the action also involves a finishedBuilding-class building;RakennuksenOsa-luokan liittyväValmiinRakennuksenOsa-attribuutin arvo on sallittu ja pakollinen  Rakennus-luokalla, jos toimenpiteeseen liittyy myös  valmisRakennus-luokan rakennus;RakennuksenOsa-luokan liittyväValmiinRakennuksenOsa-attribuutin arvo on sallittu ja pakollinen  Rakennus-luokalla, jos toimenpiteeseen liittyy myös  valmisRakennus-luokan rakennus;;Värdet för attributet relateradDelAvFärdigByggnad i klassen DelAvByggnad är tillåtet och obligatoriskt för klassen Byggnad om åtgärden också involverar en byggnad i klassen FärdigByggnad
Building;quality__req_BuildingSection_uuid;The identifier (UUID) of a buildingSection-class object may not be changed when updating a permit issue.;The identifier (UUID) of a buildingSection-class object may not be changed when updating a permit issue.;RakennnuksenOsa-luokan objektin tunniste (UUID) ei saa muuttua lupa-asian päivityksessä;RakennnuksenOsa-luokan objektin tunniste (UUID) ei saa muuttua lupa-asian päivityksessä.;;Beteckningen (UUID) för ett objekt i klassen DelAvByggnad får inte ändras vid uppdatering av ett tillståndsärende.
Building;quality__req_buildingSite_area;The value of the Area attribute in the buildingSite class must be > 0;The value of the Area attribute in the buildingSite class must be > 0;Rakennuspaikka-luokan pintaAla-attribuutin arvon tulee olla > 0;Rakennuspaikka-luokan pintaAla-attribuutin arvon tulee olla > 0;;Värdet för attributet yta i klassen byggplats ska vara > 0
Building;quality__req_buildingSite_StatusOfPlan_code;The buildingSite class’s StatusOfPlan values '02 - Local plan', '03 - Detailed shore plan', '04 - Master plan' are not allowed for new building objects ;The buildingSite class’s StatusOfPlan values '02 - Local plan', '03 - Detailed shore plan', '04 - Master plan' are not allowed for new building objects ;Rakennuspaikka-luokan Kaavatilanne-attribuutin arvot '02 - Rakennuskaava', '03 - Rantakaava', '04 - Yleiskaava' eivät ole sallittuja uusilla rakennuskohteilla ;Rakennuspaikka-luokan Kaavatilanne-attribuutin arvot '02 - Rakennuskaava', '03 - Rantakaava', '04 - Yleiskaava' eivät ole sallittuja uusilla rakennuskohteilla ;;Värdena '02 - Byggplan', '03 - Strandplan', '04 - Generalaplan' för attributet Plansituation i klassen Byggplats är inte tillåtna för nya byggnadsobjekt. 
Building;quality__req_buildingSite_StatusOfPlan_mandatory;The StatusOfPlan attribute in the buildingSite class must be given a value if the building object is a building;The StatusOfPlan attribute in the buildingSite class must be given a value if the building object is a building;Rakennuspaikka-luokan Kaavatilanne-attribuutin arvo on pakollinen, jos rakennuskohteena on rakennus;Rakennuspaikka-luokan Kaavatilanne-attribuutin arvo on pakollinen, jos rakennuskohteena on rakennus;;Värdet för attributet Plansituation i klassen Byggplats är obligatoriskt om byggnadsobbjektet är en byggnad
Building;quality__req_builtenviromentPermitMatter_lifeCycleState;The value of the lifeCycleState attribute in the builtenviromentPermitMatter class must be 4 = decision issued when the issue concerns a new permit matter;The value of the lifeCycleState attribute in the builtenviromentPermitMatter class must be 4 = decision issued when the issue concerns a new permit matter;Rakennetunympäristönlupa-asia -luokan elinkaaritila attribuutin arvon tulee olla 4 = päätös annettu, kun kyseessä on uusi lupa-asia;Rakennetunympäristönlupa-asia -luokan elinkaaritila attribuutin arvon tulee olla 4 = päätös annettu, kun kyseessä on uusi lupa-asia;;För klassen TillståndsärendeFörDenByggdaMiljön ska värdet för attributet livscykelstatus vara 4 = beslut fattat, när det gäller ett nytt tillståndsärende.
Building;quality__req_carbon_footprint_buildingSite_exists_in_request;;The BuildingSiteKey given in BuildingSiteCarbonFootprint must exist in the request as a part of BuildingSite.;;;;
Building;quality__req_carbon_handprint_buildingSite_exists_in_request;;The BuildingSiteKey given in BuildingSiteCarbonHandprint must exist in the request as a part of BuildingSite.;;;;
Building;quality__req_changeInBuildingObject_ChangeInBasementArea_negative;The value of the ChangeInBasementArea attribute in the changeInBuildingObject class must be negative or zero if the action type is '06 - Partial demolition of a building';The value of the ChangeInBasementArea attribute in the changeInBuildingObject class must be negative or zero if the action type is '06 - Partial demolition of a building';RakennuskohteenMuutos-luokan KellarialanMuutos-attribuutin arvon tulee  olla negatiivinen tai nolla, jos toimenpiteen laji on '06 - Rakennuksen osittainen purkaminen';RakennuskohteenMuutos-luokan KellarialanMuutos-attribuutin arvon tulee  olla negatiivinen tai nolla, jos toimenpiteen laji on '06 - Rakennuksen osittainen purkaminen';;Värdet för attributet ÄndringAvKellaryta i klassen ByggnadsobjektsÄndring ska vara negativt eller noll om åtgärdstypen är '06 - Partiell rivning av byggnad'
Building;quality__req_changeInBuildingObject_ChangeInBasementArea_positive;The value of the ChangeInBasementArea attribute in the changeInBuildingObject class must be positive or zero if the action type is '02 - Expansion', '04 - Other modification work';The value of the ChangeInBasementArea attribute in the changeInBuildingObject class must be positive or zero if the action type is '02 - Expansion', '04 - Other modification work';RakennuskohteenMuutos-luokan KellarialanMuutos-attribuutin arvon tulee olla positiivinen tai nolla, jos toimenpiteen laji on '02 - Laajentaminen', '04 - Muu muutostyö';RakennuskohteenMuutos-luokan KellarialanMuutos-attribuutin arvon tulee olla positiivinen tai nolla, jos toimenpiteen laji on '02 - Laajentaminen', '04 - Muu muutostyö';;Värdet för attributet Ändring av källaryta i klassen ändring av Byggnadsobjekt ska vara positivt eller noll om åtgärdstypen är '02 - Utvidgning', '04 - Annat ändringsarbete'
Building;quality__req_changeInBuildingObject_ChangeInGrossFloorArea_negative;The value of the ChangeInGrossFloor attribute in the changeInBuildingObject class must be negative or zero if the action type is '06 - Partial demolition of a building';The value of the ChangeInGrossFloor attribute in the changeInBuildingObject class must be negative or zero if the action type is '06 - Partial demolition of a building';RakennuskohteenMuutos-luokan KerrosalanMuutos-attribuutin arvon tulee  olla negatiivinen tai nolla, jos toimenpiteen laji on '06 - Rakennuksen osittainen purkaminen';RakennuskohteenMuutos-luokan KerrosalanMuutos-attribuutin arvon tulee  olla negatiivinen tai nolla, jos toimenpiteen laji on '06 - Rakennuksen osittainen purkaminen';;Värdet för attributet ÄndringAvVåningsyta i klassen ByggnadsobjektsÄndring ska vara negativt eller noll om åtgärdstypen är '06 - Partiell rivning av byggnad'
Building;quality__req_changeInBuildingObject_ChangeInGrossFloorArea_positive;The value of the changeInGrossFloor attribute in the changeInBuildingObject class must be positive or zero if the action type is '02 - Expansion', '04 - Other modification work';The value of the changeInGrossFloor attribute in the changeInBuildingObject class must be positive or zero if the action type is '02 - Expansion', '04 - Other modification work';RakennuskohteenMuutos-luokan KerrosalanMuutos-attribuutin arvon tulee olla positiivinen tai nolla, jos toimenpiteen laji on '02 - Laajentaminen', '04 - Muu muutostyö';RakennuskohteenMuutos-luokan KerrosalanMuutos-attribuutin arvon tulee olla positiivinen tai nolla, jos toimenpiteen laji on '02 - Laajentaminen', '04 - Muu muutostyö';;Värdet för attributet Ändring av våningsyta i klassen ändring av Byggnadsobjekt ska vara positivt eller noll om åtgärdstypen är '02 - Utvidgning', '04 - Annat ändringsarbete'
Building;quality__req_changeInBuildingObject_ChangeInPermittedBuildingArea_negative;The value of the changeInPermittedBuildingArea attribute in the changeInBuildingObject class must be negative or zero if the action type is '06 - Partial demolition of a building';The value of the changeInPermittedBuildingArea attribute in the changeInBuildingObject class must be negative or zero if the action type is '06 - Partial demolition of a building';RakennuskohteenMuutos-luokan RakennusoikeudellisenKerrosalanMuutos-attribuutin arvon tulee  olla negatiivinen tai nolla, jos toimenpiteen laji on '06 - Rakennuksen osittainen purkaminen';RakennuskohteenMuutos-luokan RakennusoikeudellisenKerrosalanMuutos-attribuutin arvon tulee  olla negatiivinen tai nolla, jos toimenpiteen laji on '06 - Rakennuksen osittainen purkaminen';;Värdet för attributet ByggnadsrättsligÄndringAvVåningsyta i klassen ByggnadsobjektetsÄndring ska vara negativt eller noll om åtgärdstypen är '06 - Partiell rivning av byggnad'
Building;quality__req_changeInBuildingObject_ChangeInPermittedBuildingArea_positive;The value of the changeInPermittedBuildingArea attribute in the changeInBuildingObject class must be positive or zero if the action type is '02 - Expansion', '04 - Other modification work';The value of the changeInPermittedBuildingArea attribute in the changeInBuildingObject class must be positive or zero if the action type is '02 - Expansion', '04 - Other modification work';RakennuskohteenMuutos-luokan RakennusoikeudellisenKerrosalanMuutos-attribuutin arvon tulee olla positiivinen tai nolla, jos toimenpiteen laji on '02 - Laajentaminen', '04 - Muu muutostyö';RakennuskohteenMuutos-luokan RakennusoikeudellisenKerrosalanMuutos-attribuutin arvon tulee olla positiivinen tai nolla, jos toimenpiteen laji on '02 - Laajentaminen', '04 - Muu muutostyö';;Värdet för attributet Byggnadsrättslig ändring av våningsyta i klassen ändring av Byggnadsobjekt ska vara positivt eller noll om åtgärdstypen är '02 - Utvidgning', '04 - Annat ändringsarbete'
Building;quality__req_changeInBuildingObject_ChangeInPermittedRidgeHeight_negative;;The value of the ChangeInPermittedRidgeHeight attribute in the changeInBuildingObject class must be negative or zero if the action type is '06 - Partial demolition of a building';;RakennuskohteenMuutos-luokan RakennusoikeudellisenHarjakorkeudenMuutos-attribuutin arvon tulee olla negatiivinen tai nolla, jos toimenpiteen laji on '06 - Rakennuksen osittainen purkaminen';;Värdet för attributet Ändring av byggnadens krönhöjd i klassen ByggnadsobjektsÄndring ska vara negativt eller noll om åtgärdstypen är '06 - Partiell rivning av byggnad'
Building;quality__req_changeInBuildingObject_ChangeInPermittedRidgeHeight_positive;;The value of the ChangeInPermittedRidgeHeight attribute in the changeInBuildingObject class must be positive or zero if the action type is '02 - Expansion', '04 - Other modification work';;RakennuskohteenMuutos-luokan RakennusoikeudellisenHarjakorkeudenMuutos-attribuutin arvon tulee olla positiivinen tai nolla, jos toimenpiteen laji on '02 - Laajentaminen', '04 - Muu muutostyö';;Värdet för attributet Ändring av byggnadens krönhöjd i klassen ändring av Byggnadsobjekt ska vara positivt eller noll om åtgärdstypen är '02 - Utvidgning', '04 - Annat ändringsarbete'
Building;quality__req_changeInBuildingObject_ChangeInPermittedVolume_negative;;The value of the ChangeInPermittedVolume attribute in the changeInBuildingObject class must be negative or zero if the action type is '06 - Partial demolition of a building';;RakennuskohteenMuutos-luokan RakennusoikeudellisenTilavuudenMuutos-attribuutin arvon tulee olla negatiivinen tai nolla, jos toimenpiteen laji on '06 - Rakennuksen osittainen purkaminen';;Värdet för attributet Ändring av volym enligt buggrätten i klassen ByggnadsobjektsÄndring ska vara negativt eller noll om åtgärdstypen är '06 - Partiell rivning av byggnad'
Building;quality__req_changeInBuildingObject_ChangeInPermittedVolume_positive;;The value of the ChangeInPermittedVolume attribute in the changeInBuildingObject class must be positive or zero if the action type is '02 - Expansion', '04 - Other modification work';;RakennuskohteenMuutos-luokan RakennusoikeudellisenTilavuudenMuutos-attribuutin arvon tulee olla positiivinen tai nolla, jos toimenpiteen laji on '02 - Laajentaminen', '04 - Muu muutostyö';;Värdet för attributet Ändring av volym enligt buggrätten i klassen ändring av Byggnadsobjekt ska vara positivt eller noll om åtgärdstypen är '02 - Utvidgning', '04 - Annat ändringsarbete'
Building;quality__req_changeInBuildingObject_ChangeInTotalArea_negative;The value of the ChangeInTotalArea attribute in the changeInBuildingObject class must be negative or zero if the action type is '06 - Partial demolition of a building';The value of the ChangeInTotalArea attribute in the changeInBuildingObject class must be negative or zero if the action type is '06 - Partial demolition of a building';RakennuskohteenMuutos-luokan KokonaisalanMuutos-attribuutin arvon tulee  olla negatiivinen tai nolla, jos toimenpiteen laji on '06 - Rakennuksen osittainen purkaminen';RakennuskohteenMuutos-luokan KokonaisalanMuutos-attribuutin arvon tulee  olla negatiivinen tai nolla, jos toimenpiteen laji on '06 - Rakennuksen osittainen purkaminen';;Värdet för attributet ÄndringAvTotalyta i klassen ByggnadsobjektsÄndring ska vara negativt eller noll om åtgärdstypen är '06 - Partiell rivning av byggnad'
Building;quality__req_changeInBuildingObject_ChangeInTotalArea_positive;The value of the ChangeInTotalArea attribute in the changeInBuildingObject class must be positive or zero if the action type is '02 - Expansion', '04 - Other modification work';The value of the ChangeInTotalArea attribute in the changeInBuildingObject class must be positive or zero if the action type is '02 - Expansion', '04 - Other modification work';RakennuskohteenMuutos-luokan KokonaisalanMuutos-attribuutin arvon tulee olla positiivinen tai nolla, jos toimenpiteen laji on '02 - Laajentaminen', '04 - Muu muutostyö';RakennuskohteenMuutos-luokan KokonaisalanMuutos-attribuutin arvon tulee olla positiivinen tai nolla, jos toimenpiteen laji on '02 - Laajentaminen', '04 - Muu muutostyö';;Värdet för attributet Ändring av totalyta i klassen ändring av Byggnadsobjekt ska vara positivt eller noll om åtgärdstypen är '02 - Utvidgning', '04 - Annat ändringsarbete'
Building;quality__req_changeInBuildingObject_ChangeInVolume_negative;The value of the ChangeInVolume attribute in the changeInBuildingObject class must be negative or zero if the action type is '06 - Partial demolition of a building';The value of the ChangeInVolume attribute in the changeInBuildingObject class must be negative or zero if the action type is '06 - Partial demolition of a building';RakennuskohteenMuutos-luokan TilavuudenMuutos-attribuutin arvon tulee olla negatiivinen tai nolla, jos toimenpiteen laji on '06 - Rakennuksen osittainen purkaminen';RakennuskohteenMuutos-luokan TilavuudenMuutos-attribuutin arvon tulee olla negatiivinen tai nolla, jos toimenpiteen laji on '06 - Rakennuksen osittainen purkaminen';;Värdet för attributet Volymändring i klassen ByggnadsobjektsÄndring ska vara negativt eller noll om åtgärdstypen är '06 - Partiell rivning av byggnad'
Building;quality__req_changeInBuildingObject_ChangeInVolume_positive;The value of the ChangeInVolume attribute in the changeInBuildingObject class must be positive or zero if the action type is '02 - Expansion', '04 - Other modification work';The value of the ChangeInVolume attribute in the changeInBuildingObject class must be positive or zero if the action type is '02 - Expansion', '04 - Other modification work';RakennuskohteenMuutos-luokan TilavuudenMuutos-attribuutin arvon tulee olla positiivinen tai nolla, jos toimenpiteen laji on '02 - Laajentaminen', '04 - Muu muutostyö';RakennuskohteenMuutos-luokan TilavuudenMuutos-attribuutin arvon tulee olla positiivinen tai nolla, jos toimenpiteen laji on '02 - Laajentaminen', '04 - Muu muutostyö';;Värdet för attributet volymförändring i klassen ändring av Byggnadsobjekt ska vara positivt eller noll om åtgärdstypen är '02 - Utvidgning', '04 - Annat ändringsarbete'
Building;quality__req_changeInBuildingObject_NumberOfStoreysChange_positive;The value of the NumberOfStoreysChange attribute in the changeInBuildingObject class must be positive or zero if the action type is '02 - Expansion', '04 - Other modification work';The value of the NumberOfStoreysChange attribute in the changeInBuildingObject class must be positive or zero if the action type is '02 - Expansion', '04 - Other modification work';RakennuskohteenMuutos-luokan KerrosluvunMuutos-attribuutin arvon tulee olla positiivinen tai nolla, jos toimenpiteen laji on '02 - Laajentaminen', '04 - Muu muutostyö';RakennuskohteenMuutos-luokan KerrosluvunMuutos-attribuutin arvon tulee olla positiivinen tai nolla, jos toimenpiteen laji on '02 - Laajentaminen', '04 - Muu muutostyö';;Värdet för attributet ÄndringAvVåningsyta i klassen ÄndringAvByggnadsobjekt ska vara positivt eller noll om åtgärdstypen är '02 - Utvidgning', '04 - Annat ändringsarbete'
Building;quality__req_civilDefenceShelterCapacity_civilDefenceShelterCapacity;The value of the CivilDefenceShelterCapacity attribute in the civilDefenceShelter class must be 0 or greater;The value of the CivilDefenceShelterCapacity attribute in the civilDefenceShelter class must be 0 or greater;;;;
Building;quality__req_civilDefenceShelterOtherBuildings_permanentBuildingIdentifier_exist;The building corresponding to the permanentBuildingIdentifier attribute in the civilDefenceShelterOtherBuildings class must be available in Ryhti;The building corresponding to the permanentBuildingIdentifier attribute in the civilDefenceShelterOtherBuildings class must be available in Ryhti;VäestönsuojanMuutRakennukset-luokan pysyväRakennusTunnus-attribuutin mukaisen rakennuksen tulee löytyä Ryhdistä;VäestönsuojanMuutRakennukset-luokan pysyväRakennusTunnus-attribuutin mukaisen rakennuksen tulee löytyä Ryhdistä;;Byggnaden som motsvarar attributet permanentabyggnadsbeteckning i klassen AndraByggnaderFörSkyddsrum ska finnas i Ryhti
Building;quality__req_completeBuildingVTJTransfer_error;Unable to create or update the building in the Population Information System;Unable to create or update the building in the Population Information System;;Rakennuksen luonti/päivitys ei onnistunut VTJ:n rajapintaan;;Misslyckades att skapa eller updatera byggnaden i BDS
